environment,item,criterion,cue,cueValue,year
United Kingdom,London,7322403.0,University,1,2001
United Kingdom,Birmingham,984642.0,National Capital,0,2001
United Kingdom,Birmingham,984642.0,Airport,1,2001
United Kingdom,Birmingham,984642.0,Premier League,0,2001
United Kingdom,Birmingham,984642.0,Rail Station,1,2001
United Kingdom,Birmingham,984642.0,County,1,2001
United Kingdom,Birmingham,984642.0,University,1,2001
United Kingdom,Glasgow,578710.0,National Capital,0,2001
United Kingdom,Glasgow,578710.0,Airport,1,2001
United Kingdom,Glasgow,578710.0,Premier League,0,2001
United Kingdom,Glasgow,578710.0,Rail Station,1,2001
United Kingdom,Glasgow,578710.0,County,1,2001
United Kingdom,Glasgow,578710.0,University,1,2001
United Kingdom,Liverpool,441858.0,National Capital,0,2001
United Kingdom,Liverpool,441858.0,Airport,1,2001
United Kingdom,Liverpool,441858.0,Premier League,1,2001
United Kingdom,Liverpool,441858.0,Rail Station,1,2001
United Kingdom,Liverpool,441858.0,County,0,2001
United Kingdom,Liverpool,441858.0,University,1,2001
United Kingdom,Leeds,715609.0,National Capital,0,2001
United Kingdom,Leeds,715609.0,Airport,1,2001
United Kingdom,Leeds,715609.0,Premier League,1,2001
United Kingdom,Leeds,715609.0,Rail Station,1,2001
United Kingdom,Leeds,715609.0,County,1,2001
United Kingdom,Leeds,715609.0,University,1,2001
United Kingdom,Sheffield,513102.0,National Capital,0,2001
United Kingdom,Sheffield,513102.0,Airport,1,2001
United Kingdom,Sheffield,513102.0,Premier League,1,2001
United Kingdom,Sheffield,513102.0,Rail Station,1,2001
United Kingdom,Sheffield,513102.0,County,0,2001
United Kingdom,Sheffield,513102.0,University,1,2001
United Kingdom,Edinburgh,449020.0,National Capital,1,2001
United Kingdom,Edinburgh,449020.0,Airport,1,2001
United Kingdom,Edinburgh,449020.0,Premier League,0,2001
United Kingdom,Edinburgh,449020.0,Rail Station,1,2001
United Kingdom,Edinburgh,449020.0,County,0,2001
United Kingdom,Edinburgh,449020.0,University,1,2001
United Kingdom,Bristol,390049.0,National Capital,0,2001
United Kingdom,Bristol,390049.0,Airport,1,2001
United Kingdom,Bristol,390049.0,Premier League,0,2001
United Kingdom,Bristol,390049.0,Rail Station,1,2001
United Kingdom,Bristol,390049.0,County,1,2001
United Kingdom,Bristol,390049.0,University,1,2001
United Kingdom,Manchester,422915.0,National Capital,0,2001
United Kingdom,Manchester,422915.0,Airport,1,2001
United Kingdom,Manchester,422915.0,Premier League,1,2001
United Kingdom,Manchester,422915.0,Rail Station,1,2001
United Kingdom,Manchester,422915.0,County,0,2001
United Kingdom,Manchester,422915.0,University,1,2001
United Kingdom,Leicester,282757.0,National Capital,0,2001
United Kingdom,Leicester,282757.0,Airport,1,2001
United Kingdom,Leicester,282757.0,Premier League,1,2001
United Kingdom,Leicester,282757.0,Rail Station,1,2001
United Kingdom,Leicester,282757.0,County,1,2001
United Kingdom,Leicester,282757.0,University,1,2001
United Kingdom,Coventry,302804.0,National Capital,0,2001
United Kingdom,Coventry,302804.0,Airport,1,2001
United Kingdom,Coventry,302804.0,Premier League,1,2001
United Kingdom,Coventry,302804.0,Rail Station,1,2001
United Kingdom,Coventry,302804.0,County,0,2001
United Kingdom,Coventry,302804.0,University,1,2001
United Kingdom,Kingston upon Hull,249913.0,National Capital,0,2001
United Kingdom,Kingston upon Hull,249913.0,Airport,1,2001
United Kingdom,Kingston upon Hull,249913.0,Premier League,0,2001
United Kingdom,Kingston upon Hull,249913.0,Rail Station,1,2001
United Kingdom,Kingston upon Hull,249913.0,County,1,2001
United Kingdom,Kingston upon Hull,249913.0,University,1,2001
United Kingdom,Bradford,470753.0,National Capital,0,2001
United Kingdom,Bradford,470753.0,Airport,1,2001
United Kingdom,Bradford,470753.0,Premier League,1,2001
United Kingdom,Bradford,470753.0,Rail Station,1,2001
United Kingdom,Bradford,470753.0,County,0,2001
United Kingdom,Bradford,470753.0,University,1,2001
United Kingdom,Cardiff,310088.0,National Capital,1,2001
United Kingdom,Cardiff,310088.0,Airport,1,2001
United Kingdom,Cardiff,310088.0,Premier League,0,2001
United Kingdom,Cardiff,310088.0,Rail Station,1,2001
United Kingdom,Cardiff,310088.0,County,1,2001
United Kingdom,Cardiff,310088.0,University,1,2001
United Kingdom,Belfast,276987.0,National Capital,1,2001
United Kingdom,Belfast,276987.0,Airport,1,2001
United Kingdom,Belfast,276987.0,Premier League,0,2001
United Kingdom,Belfast,276987.0,Rail Station,1,2001
United Kingdom,Belfast,276987.0,County,0,2001
United Kingdom,Belfast,276987.0,University,1,2001
United Kingdom,Stoke-on-Trent,240422.0,National Capital,0,2001
United Kingdom,Stoke-on-Trent,240422.0,Airport,0,2001
United Kingdom,Stoke-on-Trent,240422.0,Premier League,0,2001
United Kingdom,Stoke-on-Trent,240422.0,Rail Station,1,2001
United Kingdom,Stoke-on-Trent,240422.0,County,1,2001
United Kingdom,Stoke-on-Trent,240422.0,University,1,2001
United Kingdom,Wolverhampton,238016.0,National Capital,0,2001
United Kingdom,Wolverhampton,238016.0,Airport,1,2001
United Kingdom,Wolverhampton,238016.0,Premier League,0,2001
United Kingdom,Wolverhampton,238016.0,Rail Station,1,2001
United Kingdom,Wolverhampton,238016.0,County,0,2001
United Kingdom,Wolverhampton,238016.0,University,1,2001
United Kingdom,Nottingham,268939.0,National Capital,0,2001
United Kingdom,Nottingham,268939.0,Airport,1,2001
United Kingdom,Nottingham,268939.0,Premier League,0,2001
United Kingdom,Nottingham,268939.0,Rail Station,1,2001
United Kingdom,Nottingham,268939.0,County,1,2001
United Kingdom,Nottingham,268939.0,University,1,2001
United Kingdom,Plymouth,240954.0,National Capital,0,2001
United Kingdom,Plymouth,240954.0,Airport,1,2001
United Kingdom,Plymouth,240954.0,Premier League,0,2001
United Kingdom,Plymouth,240954.0,Rail Station,1,2001
United Kingdom,Plymouth,240954.0,County,1,2001
United Kingdom,Plymouth,240954.0,University,1,2001
United Kingdom,Southampton,219539.0,National Capital,0,2001
United Kingdom,Southampton,219539.0,Airport,1,2001
United Kingdom,Southampton,219539.0,Premier League,1,2001
United Kingdom,Southampton,219539.0,Rail Station,1,2001
United Kingdom,Southampton,219539.0,County,1,2001
United Kingdom,Southampton,219539.0,University,1,2001
United Kingdom,Reading,144684.0,National Capital,0,2001
United Kingdom,Reading,144684.0,Airport,0,2001
United Kingdom,Reading,144684.0,Premier League,0,2001
United Kingdom,Reading,144684.0,Rail Station,1,2001
United Kingdom,Reading,144684.0,County,1,2001
United Kingdom,Reading,144684.0,University,1,2001
United Kingdom,Derby,230726.0,National Capital,0,2001
United Kingdom,Derby,230726.0,Airport,1,2001
United Kingdom,Derby,230726.0,Premier League,1,2001
United Kingdom,Derby,230726.0,Rail Station,1,2001
United Kingdom,Derby,230726.0,County,1,2001
United Kingdom,Derby,230726.0,University,1,2001
United Kingdom,Dudley,305052.0,National Capital,0,2001
United Kingdom,Dudley,305052.0,Airport,0,2001
United Kingdom,Dudley,305052.0,Premier League,0,2001
United Kingdom,Dudley,305052.0,Rail Station,1,2001
United Kingdom,Dudley,305052.0,County,0,2001
United Kingdom,Dudley,305052.0,University,1,2001
United Kingdom,Newcastle upon Tyne,266241.0,National Capital,0,2001
United Kingdom,Newcastle upon Tyne,266241.0,Airport,1,2001
United Kingdom,Newcastle upon Tyne,266241.0,Premier League,1,2001
United Kingdom,Newcastle upon Tyne,266241.0,Rail Station,1,2001
United Kingdom,Newcastle upon Tyne,266241.0,County,1,2001
United Kingdom,Newcastle upon Tyne,266241.0,University,1,2001
United Kingdom,Northampton,194351.0,National Capital,0,2001
United Kingdom,Northampton,194351.0,Airport,0,2001
United Kingdom,Northampton,194351.0,Premier League,0,2001
United Kingdom,Northampton,194351.0,Rail Station,1,2001
United Kingdom,Northampton,194351.0,County,0,2001
United Kingdom,Northampton,194351.0,University,1,2001
United Kingdom,Portsmouth,188043.0,National Capital,0,2001
United Kingdom,Portsmouth,188043.0,Airport,0,2001
United Kingdom,Portsmouth,188043.0,Premier League,0,2001
United Kingdom,Portsmouth,188043.0,Rail Station,1,2001
United Kingdom,Portsmouth,188043.0,County,1,2001
United Kingdom,Portsmouth,188043.0,University,1,2001
United Kingdom,Luton,185889.0,National Capital,0,2001
United Kingdom,Luton,185889.0,Airport,1,2001
United Kingdom,Luton,185889.0,Premier League,0,2001
United Kingdom,Luton,185889.0,Rail Station,1,2001
United Kingdom,Luton,185889.0,County,1,2001
United Kingdom,Luton,185889.0,University,0,2001
United Kingdom,Preston,130372.0,National Capital,0,2001
United Kingdom,Preston,130372.0,Airport,0,2001
United Kingdom,Preston,130372.0,Premier League,0,2001
United Kingdom,Preston,130372.0,Rail Station,1,2001
United Kingdom,Preston,130372.0,County,0,2001
United Kingdom,Preston,130372.0,University,1,2001
United Kingdom,Aberdeen,211910.0,National Capital,0,2001
United Kingdom,Aberdeen,211910.0,Airport,1,2001
United Kingdom,Aberdeen,211910.0,Premier League,0,2001
United Kingdom,Aberdeen,211910.0,Rail Station,1,2001
United Kingdom,Aberdeen,211910.0,County,1,2001
United Kingdom,Aberdeen,211910.0,University,1,2001
United Kingdom,Milton Keynes,212707.0,National Capital,0,2001
United Kingdom,Milton Keynes,212707.0,Airport,0,2001
United Kingdom,Milton Keynes,212707.0,Premier League,0,2001
United Kingdom,Milton Keynes,212707.0,Rail Station,1,2001
United Kingdom,Milton Keynes,212707.0,County,0,2001
United Kingdom,Milton Keynes,212707.0,University,1,2001
United Kingdom,Sunderland,284601.0,National Capital,0,2001
United Kingdom,Sunderland,284601.0,Airport,0,2001
United Kingdom,Sunderland,284601.0,Premier League,1,2001
United Kingdom,Sunderland,284601.0,Rail Station,1,2001
United Kingdom,Sunderland,284601.0,County,1,2001
United Kingdom,Sunderland,284601.0,University,1,2001
United Kingdom,Norwich,122366.0,National Capital,0,2001
United Kingdom,Norwich,122366.0,Airport,1,2001
United Kingdom,Norwich,122366.0,Premier League,0,2001
United Kingdom,Norwich,122366.0,Rail Station,1,2001
United Kingdom,Norwich,122366.0,County,1,2001
United Kingdom,Norwich,122366.0,University,1,2001
United Kingdom,Walsall,253333.0,National Capital,0,2001
United Kingdom,Walsall,253333.0,Airport,0,2001
United Kingdom,Walsall,253333.0,Premier League,0,2001
United Kingdom,Walsall,253333.0,Rail Station,1,2001
United Kingdom,Walsall,253333.0,County,0,2001
United Kingdom,Walsall,253333.0,University,1,2001
United Kingdom,Swansea,223463.0,National Capital,0,2001
United Kingdom,Swansea,223463.0,Airport,1,2001
United Kingdom,Swansea,223463.0,Premier League,0,2001
United Kingdom,Swansea,223463.0,Rail Station,1,2001
United Kingdom,Swansea,223463.0,County,1,2001
United Kingdom,Swansea,223463.0,University,1,2001
United Kingdom,Bournemouth,163560.0,National Capital,0,2001
United Kingdom,Bournemouth,163560.0,Airport,1,2001
United Kingdom,Bournemouth,163560.0,Premier League,0,2001
United Kingdom,Bournemouth,163560.0,Rail Station,1,2001
United Kingdom,Bournemouth,163560.0,County,1,2001
United Kingdom,Bournemouth,163560.0,University,1,2001
United Kingdom,Southend-on-Sea,160362.0,National Capital,0,2001
United Kingdom,Southend-on-Sea,160362.0,Airport,1,2001
United Kingdom,Southend-on-Sea,160362.0,Premier League,0,2001
United Kingdom,Southend-on-Sea,160362.0,Rail Station,1,2001
United Kingdom,Southend-on-Sea,160362.0,County,1,2001
United Kingdom,Southend-on-Sea,160362.0,University,1,2001
United Kingdom,Swindon,180129.0,National Capital,0,2001
United Kingdom,Swindon,180129.0,Airport,0,2001
United Kingdom,Swindon,180129.0,Premier League,0,2001
United Kingdom,Swindon,180129.0,Rail Station,1,2001
United Kingdom,Swindon,180129.0,County,0,2001
United Kingdom,Swindon,180129.0,University,0,2001
United Kingdom,Dundee,145460.0,National Capital,0,2001
United Kingdom,Dundee,145460.0,Airport,1,2001
United Kingdom,Dundee,145460.0,Premier League,0,2001
United Kingdom,Dundee,145460.0,Rail Station,1,2001
United Kingdom,Dundee,145460.0,County,1,2001
United Kingdom,Dundee,145460.0,University,1,2001
United Kingdom,Poole,138368.0,National Capital,0,2001
United Kingdom,Poole,138368.0,Airport,0,2001
United Kingdom,Poole,138368.0,Premier League,0,2001
United Kingdom,Poole,138368.0,Rail Station,1,2001
United Kingdom,Poole,138368.0,County,1,2001
United Kingdom,Poole,138368.0,University,1,2001
United Kingdom,Oxford,135509.0,National Capital,0,2001
United Kingdom,Oxford,135509.0,Airport,1,2001
United Kingdom,Oxford,135509.0,Premier League,0,2001
United Kingdom,Oxford,135509.0,Rail Station,1,2001
United Kingdom,Oxford,135509.0,County,1,2001
United Kingdom,Oxford,135509.0,University,1,2001
United Kingdom,Middlesbrough,141233.0,National Capital,0,2001
United Kingdom,Middlesbrough,141233.0,Airport,0,2001
United Kingdom,Middlesbrough,141233.0,Premier League,1,2001
United Kingdom,Middlesbrough,141233.0,Rail Station,1,2001
United Kingdom,Middlesbrough,141233.0,County,1,2001
United Kingdom,Middlesbrough,141233.0,University,1,2001
United Kingdom,Blackpool,142270.0,National Capital,0,2001
United Kingdom,Blackpool,142270.0,Airport,1,2001
United Kingdom,Blackpool,142270.0,Premier League,0,2001
United Kingdom,Blackpool,142270.0,Rail Station,1,2001
United Kingdom,Blackpool,142270.0,County,1,2001
United Kingdom,Blackpool,142270.0,University,0,2001
United Kingdom,Bolton,261302.0,National Capital,0,2001
United Kingdom,Bolton,261302.0,Airport,0,2001
United Kingdom,Bolton,261302.0,Premier League,0,2001
United Kingdom,Bolton,261302.0,Rail Station,1,2001
United Kingdom,Bolton,261302.0,County,0,2001
United Kingdom,Bolton,261302.0,University,1,2001
United Kingdom,Ipswich,117156.0,National Capital,0,2001
United Kingdom,Ipswich,117156.0,Airport,0,2001
United Kingdom,Ipswich,117156.0,Premier League,0,2001
United Kingdom,Ipswich,117156.0,Rail Station,1,2001
United Kingdom,Ipswich,117156.0,County,1,2001
United Kingdom,Ipswich,117156.0,University,0,2001
United Kingdom,Telford,158573.0,National Capital,0,2001
United Kingdom,Telford,158573.0,Airport,0,2001
United Kingdom,Telford,158573.0,Premier League,0,2001
United Kingdom,Telford,158573.0,Rail Station,1,2001
United Kingdom,Telford,158573.0,County,0,2001
United Kingdom,Telford,158573.0,University,1,2001
United Kingdom,York,181291.0,National Capital,0,2001
United Kingdom,York,181291.0,Airport,0,2001
United Kingdom,York,181291.0,Premier League,0,2001
United Kingdom,York,181291.0,Rail Station,1,2001
United Kingdom,York,181291.0,County,1,2001
United Kingdom,York,181291.0,University,1,2001
United Kingdom,Peterborough,157439.0,National Capital,0,2001
United Kingdom,Peterborough,157439.0,Airport,0,2001
United Kingdom,Peterborough,157439.0,Premier League,0,2001
United Kingdom,Peterborough,157439.0,Rail Station,1,2001
United Kingdom,Peterborough,157439.0,County,1,2001
United Kingdom,Peterborough,157439.0,University,1,2001
United Kingdom,Stockport,284557.0,National Capital,0,2001
United Kingdom,Stockport,284557.0,Airport,1,2001
United Kingdom,Stockport,284557.0,Premier League,0,2001
United Kingdom,Stockport,284557.0,Rail Station,1,2001
United Kingdom,Stockport,284557.0,County,0,2001
United Kingdom,Stockport,284557.0,University,0,2001
United Kingdom,Brighton,249949.0,National Capital,0,2001
United Kingdom,Brighton,249949.0,Airport,1,2001
United Kingdom,Brighton,249949.0,Premier League,0,2001
United Kingdom,Brighton,249949.0,Rail Station,1,2001
United Kingdom,Brighton,249949.0,County,0,2001
United Kingdom,Brighton,249949.0,University,1,2001
United Kingdom,Slough,120577.0,National Capital,0,2001
United Kingdom,Slough,120577.0,Airport,0,2001
United Kingdom,Slough,120577.0,Premier League,0,2001
United Kingdom,Slough,120577.0,Rail Station,1,2001
United Kingdom,Slough,120577.0,County,1,2001
United Kingdom,Slough,120577.0,University,1,2001
United Kingdom,Gloucester,109947.0,National Capital,0,2001
United Kingdom,Gloucester,109947.0,Airport,1,2001
United Kingdom,Gloucester,109947.0,Premier League,0,2001
United Kingdom,Gloucester,109947.0,Rail Station,1,2001
United Kingdom,Gloucester,109947.0,County,1,2001
United Kingdom,Gloucester,109947.0,University,1,2001
United Kingdom,Watford,80398.0,National Capital,0,2001
United Kingdom,Watford,80398.0,Airport,0,2001
United Kingdom,Watford,80398.0,Premier League,0,2001
United Kingdom,Watford,80398.0,Rail Station,1,2001
United Kingdom,Watford,80398.0,County,0,2001
United Kingdom,Watford,80398.0,University,0,2001
United Kingdom,Rotherham,248349.0,National Capital,0,2001
United Kingdom,Rotherham,248349.0,Airport,0,2001
