participant,quarter,condition,question,questionLabel,truth,estimate,session
346,W2023,single,41,own a smartphone,85,70.0,1
346,W2023,single,42,have flown on a plane,88,73.0,1
346,W2023,single,43,own a car,88,61.0,1
346,W2023,single,44,have at least a high school degree,89,47.0,1
183,W2023,single,1,have a household income over $1 million,0,9.0,1
183,W2023,single,2,are transgender,1,4.0,1
183,W2023,single,3,have a household income over $500K,1,14.0,1
183,W2023,single,4,are Muslim,1,11.0,1
183,W2023,single,5,are Native American,1,15.0,1
183,W2023,single,6,are Jewish,2,8.0,1
183,W2023,single,7,live in New York City,3,17.0,1
183,W2023,single,8,are gay or lesbian,3,21.0,1
183,W2023,single,9,are atheists,3,24.0,1
183,W2023,single,10,are bisexual,4,14.0,1
183,W2023,single,11,are members of a union,4,20.0,1
183,W2023,single,12,are vegan or vegetarian,5,14.0,1
183,W2023,single,13,are Asian,6,23.0,1
183,W2023,single,14,are a military veteran,6,7.0,1
183,W2023,single,15,live in Texas,9,6.0,1
183,W2023,single,16,are left handed,11,40.0,1
183,W2023,single,17,live in California,12,12.0,1
183,W2023,single,18,are Black,12,12.0,1
183,W2023,single,19,have an advanced degree,12,35.0,1
183,W2023,single,20,are first generation immigrants,14,16.0,1
183,W2023,single,21,are Hispanic,17,45.0,1
183,W2023,single,22,are Catholic,22,14.0,1
183,W2023,single,23,own a gun,32,25.0,1
183,W2023,single,24,have at least a college degree,33,27.0,1
183,W2023,single,25,have a household income over $100K,34,26.0,1
183,W2023,single,26,have a passport,37,58.0,1
183,W2023,single,27,are Democrats,42,45.0,1
183,W2023,single,28,are obese,42,27.0,1
183,W2023,single,29,are Republicans,47,55.0,1
183,W2023,single,30,are married,51,37.0,1
183,W2023,single,31,have at least one child,57,47.0,1
183,W2023,single,32,voted in the 2020 election,62,62.0,1
183,W2023,single,33,have a household income over $50K,62,49.0,1
183,W2023,single,34,are White,64,35.0,1
183,W2023,single,35,own a house,65,17.0,1
183,W2023,single,36,have a pet,67,36.0,1
183,W2023,single,37,are Christian,70,44.0,1
183,W2023,single,38,have read a book in the past year,77,55.0,1
183,W2023,single,39,have a household income over $25K,82,54.0,1
183,W2023,single,40,have a driver's license,83,75.0,1
183,W2023,single,41,own a smartphone,85,77.0,1
183,W2023,single,42,have flown on a plane,88,68.0,1
183,W2023,single,43,own a car,88,44.0,1
183,W2023,single,44,have at least a high school degree,89,76.0,1
217,W2023,single,1,have a household income over $1 million,0,5.0,1
217,W2023,single,2,are transgender,1,6.0,1
217,W2023,single,3,have a household income over $500K,1,18.0,1
217,W2023,single,4,are Muslim,1,15.0,1
217,W2023,single,5,are Native American,1,11.0,1
217,W2023,single,6,are Jewish,2,23.0,1
217,W2023,single,7,live in New York City,3,7.0,1
217,W2023,single,8,are gay or lesbian,3,13.0,1
217,W2023,single,9,are atheists,3,34.0,1
217,W2023,single,10,are bisexual,4,5.0,1
217,W2023,single,11,are members of a union,4,44.0,1
217,W2023,single,12,are vegan or vegetarian,5,12.0,1
217,W2023,single,13,are Asian,6,23.0,1
217,W2023,single,14,are a military veteran,6,25.0,1
217,W2023,single,15,live in Texas,9,8.0,1
217,W2023,single,16,are left handed,11,15.0,1
217,W2023,single,17,live in California,12,24.0,1
217,W2023,single,18,are Black,12,15.0,1
217,W2023,single,19,have an advanced degree,12,43.0,1
217,W2023,single,20,are first generation immigrants,14,18.0,1
217,W2023,single,21,are Hispanic,17,33.0,1
217,W2023,single,22,are Catholic,22,45.0,1
217,W2023,single,23,own a gun,32,28.0,1
217,W2023,single,24,have at least a college degree,33,36.0,1
217,W2023,single,25,have a household income over $100K,34,22.0,1
217,W2023,single,26,have a passport,37,70.0,1
217,W2023,single,27,are Democrats,42,38.0,1
217,W2023,single,28,are obese,42,26.0,1
217,W2023,single,29,are Republicans,47,36.0,1
217,W2023,single,30,are married,51,32.0,1
217,W2023,single,31,have at least one child,57,39.0,1
217,W2023,single,32,voted in the 2020 election,62,72.0,1
217,W2023,single,33,have a household income over $50K,62,35.0,1
217,W2023,single,34,are White,64,57.0,1
217,W2023,single,35,own a house,65,33.0,1
217,W2023,single,36,have a pet,67,67.0,1
217,W2023,single,37,are Christian,70,41.0,1
217,W2023,single,38,have read a book in the past year,77,25.0,1
217,W2023,single,39,have a household income over $25K,82,49.0,1
217,W2023,single,40,have a driver's license,83,65.0,1
217,W2023,single,41,own a smartphone,85,77.0,1
217,W2023,single,42,have flown on a plane,88,10.0,1
217,W2023,single,43,own a car,88,66.0,1
217,W2023,single,44,have at least a high school degree,89,43.0,1
404,W2023,single,1,have a household income over $1 million,0,1.0,1
404,W2023,single,2,are transgender,1,2.0,1
404,W2023,single,3,have a household income over $500K,1,2.0,1
404,W2023,single,4,are Muslim,1,2.0,1
404,W2023,single,5,are Native American,1,5.0,1
404,W2023,single,6,are Jewish,2,4.0,1
404,W2023,single,7,live in New York City,3,4.0,1
404,W2023,single,8,are gay or lesbian,3,22.0,1
404,W2023,single,9,are atheists,3,13.0,1
404,W2023,single,10,are bisexual,4,17.0,1
404,W2023,single,11,are members of a union,4,44.0,1
404,W2023,single,12,are vegan or vegetarian,5,6.0,1
404,W2023,single,13,are Asian,6,19.0,1
404,W2023,single,14,are a military veteran,6,19.0,1
404,W2023,single,15,live in Texas,9,8.0,1
404,W2023,single,16,are left handed,11,34.0,1
404,W2023,single,17,live in California,12,14.0,1
404,W2023,single,18,are Black,12,15.0,1
404,W2023,single,19,have an advanced degree,12,5.0,1
404,W2023,single,20,are first generation immigrants,14,8.0,1
404,W2023,single,21,are Hispanic,17,10.0,1
404,W2023,single,22,are Catholic,22,41.0,1
404,W2023,single,23,own a gun,32,34.0,1
404,W2023,single,24,have at least a college degree,33,31.0,1
404,W2023,single,25,have a household income over $100K,34,8.0,1
404,W2023,single,26,have a passport,37,69.0,1
404,W2023,single,27,are Democrats,42,45.0,1
404,W2023,single,28,are obese,42,14.0,1
404,W2023,single,29,are Republicans,47,37.0,1
404,W2023,single,30,are married,51,40.0,1
404,W2023,single,31,have at least one child,57,33.0,1
404,W2023,single,32,voted in the 2020 election,62,47.0,1
404,W2023,single,33,have a household income over $50K,62,55.0,1
404,W2023,single,34,are White,64,68.0,1
404,W2023,single,35,own a house,65,46.0,1
404,W2023,single,36,have a pet,67,37.0,1
404,W2023,single,37,are Christian,70,36.0,1
404,W2023,single,38,have read a book in the past year,77,78.0,1
404,W2023,single,39,have a household income over $25K,82,67.0,1
404,W2023,single,40,have a driver's license,83,81.0,1
404,W2023,single,41,own a smartphone,85,89.0,1
404,W2023,single,42,have flown on a plane,88,67.0,1
404,W2023,single,43,own a car,88,67.0,1
404,W2023,single,44,have at least a high school degree,89,80.0,1
368,W2023,single,1,have a household income over $1 million,0,20.0,1
368,W2023,single,2,are transgender,1,15.0,1
368,W2023,single,3,have a household income over $500K,1,25.0,1
368,W2023,single,4,are Muslim,1,30.0,1
368,W2023,single,5,are Native American,1,10.0,1
368,W2023,single,6,are Jewish,2,30.0,1
368,W2023,single,7,live in New York City,3,35.0,1
368,W2023,single,8,are gay or lesbian,3,50.0,1
368,W2023,single,9,are atheists,3,50.0,1
368,W2023,single,10,are bisexual,4,80.0,1
368,W2023,single,11,are members of a union,4,50.0,1
368,W2023,single,12,are vegan or vegetarian,5,35.0,1
368,W2023,single,13,are Asian,6,30.0,1
368,W2023,single,14,are a military veteran,6,35.0,1
368,W2023,single,15,live in Texas,9,15.0,1
368,W2023,single,16,are left handed,11,40.0,1
368,W2023,single,17,live in California,12,20.0,1
368,W2023,single,18,are Black,12,40.0,1
368,W2023,single,19,have an advanced degree,12,40.0,1
368,W2023,single,20,are first generation immigrants,14,50.0,1
368,W2023,single,21,are Hispanic,17,25.0,1
368,W2023,single,22,are Catholic,22,50.0,1
368,W2023,single,23,own a gun,32,75.0,1
368,W2023,single,24,have at least a college degree,33,50.0,1
368,W2023,single,25,have a household income over $100K,34,70.0,1
368,W2023,single,26,have a passport,37,65.0,1
368,W2023,single,27,are Democrats,42,60.0,1
368,W2023,single,28,are obese,42,74.0,1
368,W2023,single,29,are Republicans,47,40.0,1
368,W2023,single,30,are married,51,50.0,1
368,W2023,single,31,have at least one child,57,70.0,1
368,W2023,single,32,voted in the 2020 election,62,65.0,1
368,W2023,single,33,have a household income over $50K,62,60.0,1
368,W2023,single,34,are White,64,60.0,1
368,W2023,single,35,own a house,65,35.0,1
368,W2023,single,36,have a pet,67,85.0,1
368,W2023,single,37,are Christian,70,50.0,1
368,W2023,single,38,have read a book in the past year,77,90.0,1
368,W2023,single,39,have a household income over $25K,82,75.0,1
368,W2023,single,40,have a driver's license,83,85.0,1
368,W2023,single,41,own a smartphone,85,90.0,1
368,W2023,single,42,have flown on a plane,88,60.0,1
368,W2023,single,43,own a car,88,75.0,1
368,W2023,single,44,have at least a high school degree,89,90.0,1
299,W2023,single,1,have a household income over $1 million,0,1.0,1
299,W2023,single,2,are transgender,1,6.0,1
299,W2023,single,3,have a household income over $500K,1,4.0,1
299,W2023,single,4,are Muslim,1,12.0,1
299,W2023,single,5,are Native American,1,12.0,1
299,W2023,single,6,are Jewish,2,22.0,1
299,W2023,single,7,live in New York City,3,7.0,1
299,W2023,single,8,are gay or lesbian,3,6.0,1
299,W2023,single,9,are atheists,3,4.0,1
299,W2023,single,10,are bisexual,4,6.0,1
299,W2023,single,11,are members of a union,4,41.0,1
299,W2023,single,12,are vegan or vegetarian,5,18.0,1
299,W2023,single,13,are Asian,6,29.0,1
299,W2023,single,14,are a military veteran,6,11.0,1
299,W2023,single,15,live in Texas,9,7.0,1
299,W2023,single,16,are left handed,11,9.0,1
299,W2023,single,17,live in California,12,11.0,1
299,W2023,single,18,are Black,12,25.0,1
299,W2023,single,19,have an advanced degree,12,15.0,1
299,W2023,single,20,are first generation immigrants,14,19.0,1
299,W2023,single,21,are Hispanic,17,44.0,1
299,W2023,single,22,are Catholic,22,46.0,1
299,W2023,single,23,own a gun,32,31.0,1
299,W2023,single,24,have at least a college degree,33,32.0,1
299,W2023,single,25,have a household income over $100K,34,40.0,1
299,W2023,single,26,have a passport,37,51.0,1
299,W2023,single,27,are Democrats,42,43.0,1
299,W2023,single,28,are obese,42,23.0,1
299,W2023,single,29,are Republicans,47,44.0,1
299,W2023,single,30,are married,51,81.0,1
299,W2023,single,31,have at least one child,57,41.0,1
299,W2023,single,32,voted in the 2020 election,62,76.0,1
299,W2023,single,33,have a household income over $50K,62,61.0,1
299,W2023,single,34,are White,64,60.0,1
299,W2023,single,35,own a house,65,33.0,1
299,W2023,single,36,have a pet,67,39.0,1
299,W2023,single,37,are Christian,70,61.0,1
299,W2023,single,38,have read a book in the past year,77,51.0,1
299,W2023,single,39,have a household income over $25K,82,89.0,1
299,W2023,single,40,have a driver's license,83,80.0,1
299,W2023,single,41,own a smartphone,85,92.0,1
299,W2023,single,42,have flown on a plane,88,76.0,1
299,W2023,single,43,own a car,88,61.0,1
299,W2023,single,44,have at least a high school degree,89,86.0,1
422,W2023,single,1,have a household income over $1 million,0,34.0,1
422,W2023,single,2,are transgender,1,4.0,1
422,W2023,single,3,have a household income over $500K,1,20.0,1
422,W2023,single,4,are Muslim,1,15.0,1
422,W2023,single,5,are Native American,1,2.0,1
422,W2023,single,6,are Jewish,2,22.0,1
422,W2023,single,7,live in New York City,3,6.0,1
422,W2023,single,8,are gay or lesbian,3,24.0,1
422,W2023,single,9,are atheists,3,28.0,1
422,W2023,single,10,are bisexual,4,32.0,1
422,W2023,single,11,are members of a union,4,30.0,1
422,W2023,single,12,are vegan or vegetarian,5,23.0,1
422,W2023,single,13,are Asian,6,60.0,1
422,W2023,single,14,are a military veteran,6,45.0,1
422,W2023,single,15,live in Texas,9,7.0,1
422,W2023,single,16,are left handed,11,22.0,1
422,W2023,single,17,live in California,12,19.0,1
422,W2023,single,18,are Black,12,29.0,1
422,W2023,single,19,have an advanced degree,12,35.0,1
422,W2023,single,20,are first generation immigrants,14,72.0,1
422,W2023,single,21,are Hispanic,17,71.0,1
422,W2023,single,22,are Catholic,22,37.0,1
422,W2023,single,23,own a gun,32,66.0,1
422,W2023,single,24,have at least a college degree,33,40.0,1
422,W2023,single,25,have a household income over $100K,34,60.0,1
422,W2023,single,26,have a passport,37,61.0,1
422,W2023,single,27,are Democrats,42,52.0,1
422,W2023,single,28,are obese,42,71.0,1
422,W2023,single,29,are Republicans,47,61.0,1
422,W2023,single,30,are married,51,50.0,1
422,W2023,single,31,have at least one child,57,68.0,1
422,W2023,single,32,voted in the 2020 election,62,68.0,1
422,W2023,single,33,have a household income over $50K,62,41.0,1
422,W2023,single,34,are White,64,32.0,1
422,W2023,single,35,own a house,65,43.0,1
422,W2023,single,36,have a pet,67,49.0,1
422,W2023,single,37,are Christian,70,40.0,1
422,W2023,single,38,have read a book in the past year,77,41.0,1
422,W2023,single,39,have a household income over $25K,82,73.0,1
422,W2023,single,40,have a driver's license,83,62.0,1
422,W2023,single,41,own a smartphone,85,81.0,1
422,W2023,single,42,have flown on a plane,88,40.0,1
422,W2023,single,43,own a car,88,57.0,1
422,W2023,single,44,have at least a high school degree,89,80.0,1
296,W2023,single,1,have a household income over $1 million,0,7.0,1
296,W2023,single,2,are transgender,1,30.0,1
296,W2023,single,3,have a household income over $500K,1,25.0,1
296,W2023,single,4,are Muslim,1,41.0,1
296,W2023,single,5,are Native American,1,39.0,1
296,W2023,single,6,are Jewish,2,45.0,1
296,W2023,single,7,live in New York City,3,40.0,1
296,W2023,single,8,are gay or lesbian,3,35.0,1
296,W2023,single,9,are atheists,3,43.0,1
296,W2023,single,10,are bisexual,4,39.0,1
296,W2023,single,11,are members of a union,4,26.0,1
296,W2023,single,12,are vegan or vegetarian,5,36.0,1
296,W2023,single,13,are Asian,6,35.0,1
296,W2023,single,14,are a military veteran,6,37.0,1
296,W2023,single,15,live in Texas,9,35.0,1
296,W2023,single,16,are left handed,11,46.0,1
296,W2023,single,17,live in California,12,66.0,1
296,W2023,single,18,are Black,12,73.0,1
296,W2023,single,19,have an advanced degree,12,35.0,1
296,W2023,single,20,are first generation immigrants,14,45.0,1
296,W2023,single,21,are Hispanic,17,80.0,1
296,W2023,single,22,are Catholic,22,56.0,1
296,W2023,single,23,own a gun,32,56.0,1
296,W2023,single,24,have at least a college degree,33,40.0,1
296,W2023,single,25,have a household income over $100K,34,17.0,1
296,W2023,single,26,have a passport,37,38.0,1
296,W2023,single,27,are Democrats,42,45.0,1
296,W2023,single,28,are obese,42,61.0,1
296,W2023,single,29,are Republicans,47,45.0,1
296,W2023,single,30,are married,51,27.0,1
296,W2023,single,31,have at least one child,57,60.0,1
296,W2023,single,32,voted in the 2020 election,62,75.0,1
296,W2023,single,33,have a household income over $50K,62,55.0,1
296,W2023,single,34,are White,64,78.0,1
296,W2023,single,35,own a house,65,35.0,1
296,W2023,single,36,have a pet,67,45.0,1
296,W2023,single,37,are Christian,70,61.0,1
296,W2023,single,38,have read a book in the past year,77,30.0,1
296,W2023,single,39,have a household income over $25K,82,65.0,1
296,W2023,single,40,have a driver's license,83,65.0,1
296,W2023,single,41,own a smartphone,85,82.0,1
296,W2023,single,42,have flown on a plane,88,61.0,1
296,W2023,single,43,own a car,88,40.0,1
296,W2023,single,44,have at least a high school degree,89,52.0,1
519,W2023,single,1,have a household income over $1 million,0,27.0,1
519,W2023,single,2,are transgender,1,38.0,1
519,W2023,single,3,have a household income over $500K,1,62.0,1
519,W2023,single,4,are Muslim,1,69.0,1
519,W2023,single,5,are Native American,1,74.0,1
519,W2023,single,6,are Jewish,2,58.0,1
519,W2023,single,7,live in New York City,3,64.0,1
519,W2023,single,8,are gay or lesbian,3,71.0,1
519,W2023,single,9,are atheists,3,75.0,1
519,W2023,single,10,are bisexual,4,90.0,1
519,W2023,single,11,are members of a union,4,65.0,1
519,W2023,single,12,are vegan or vegetarian,5,42.0,1
519,W2023,single,13,are Asian,6,80.0,1
519,W2023,single,14,are a military veteran,6,55.0,1
519,W2023,single,15,live in Texas,9,73.0,1
519,W2023,single,16,are left handed,11,46.0,1
519,W2023,single,17,live in California,12,61.0,1
519,W2023,single,18,are Black,12,81.0,1
