participant,quarter,condition,question,questionLabel,truth,estimate,session
484,W2023,single,20,are first generation immigrants,14,58.0,1
484,W2023,single,21,are Hispanic,17,40.0,1
484,W2023,single,22,are Catholic,22,8.0,1
484,W2023,single,23,own a gun,32,66.0,1
484,W2023,single,24,have at least a college degree,33,35.0,1
484,W2023,single,25,have a household income over $100K,34,30.0,1
484,W2023,single,26,have a passport,37,37.0,1
484,W2023,single,27,are Democrats,42,63.0,1
484,W2023,single,28,are obese,42,65.0,1
484,W2023,single,29,are Republicans,47,40.0,1
484,W2023,single,30,are married,51,45.0,1
484,W2023,single,31,have at least one child,57,40.0,1
484,W2023,single,32,voted in the 2020 election,62,65.0,1
484,W2023,single,33,have a household income over $50K,62,45.0,1
484,W2023,single,34,are White,64,73.0,1
484,W2023,single,35,own a house,65,30.0,1
484,W2023,single,36,have a pet,67,85.0,1
484,W2023,single,37,are Christian,70,55.0,1
484,W2023,single,38,have read a book in the past year,77,77.0,1
484,W2023,single,39,have a household income over $25K,82,80.0,1
484,W2023,single,40,have a driver's license,83,30.0,1
484,W2023,single,41,own a smartphone,85,76.0,1
484,W2023,single,42,have flown on a plane,88,40.0,1
484,W2023,single,43,own a car,88,62.0,1
484,W2023,single,44,have at least a high school degree,89,75.0,1
548,W2023,single,1,have a household income over $1 million,0,4.0,1
548,W2023,single,2,are transgender,1,31.0,1
548,W2023,single,3,have a household income over $500K,1,30.0,1
548,W2023,single,4,are Muslim,1,23.0,1
548,W2023,single,5,are Native American,1,40.0,1
548,W2023,single,6,are Jewish,2,37.0,1
548,W2023,single,7,live in New York City,3,60.0,1
548,W2023,single,8,are gay or lesbian,3,37.0,1
548,W2023,single,9,are atheists,3,39.0,1
548,W2023,single,10,are bisexual,4,33.0,1
548,W2023,single,11,are members of a union,4,45.0,1
548,W2023,single,12,are vegan or vegetarian,5,29.0,1
548,W2023,single,13,are Asian,6,42.0,1
548,W2023,single,14,are a military veteran,6,16.0,1
548,W2023,single,15,live in Texas,9,81.0,1
548,W2023,single,16,are left handed,11,24.0,1
548,W2023,single,17,live in California,12,80.0,1
548,W2023,single,18,are Black,12,40.0,1
548,W2023,single,19,have an advanced degree,12,35.0,1
548,W2023,single,20,are first generation immigrants,14,68.0,1
548,W2023,single,21,are Hispanic,17,65.0,1
548,W2023,single,22,are Catholic,22,73.0,1
548,W2023,single,23,own a gun,32,40.0,1
548,W2023,single,24,have at least a college degree,33,60.0,1
548,W2023,single,25,have a household income over $100K,34,30.0,1
548,W2023,single,26,have a passport,37,17.0,1
548,W2023,single,27,are Democrats,42,61.0,1
548,W2023,single,28,are obese,42,40.0,1
548,W2023,single,29,are Republicans,47,37.0,1
548,W2023,single,30,are married,51,56.0,1
548,W2023,single,31,have at least one child,57,41.0,1
548,W2023,single,32,voted in the 2020 election,62,88.0,1
548,W2023,single,33,have a household income over $50K,62,82.0,1
548,W2023,single,34,are White,64,30.0,1
548,W2023,single,35,own a house,65,41.0,1
548,W2023,single,36,have a pet,67,74.0,1
548,W2023,single,37,are Christian,70,33.0,1
548,W2023,single,38,have read a book in the past year,77,70.0,1
548,W2023,single,39,have a household income over $25K,82,90.0,1
548,W2023,single,40,have a driver's license,83,70.0,1
548,W2023,single,41,own a smartphone,85,93.0,1
548,W2023,single,42,have flown on a plane,88,62.0,1
548,W2023,single,43,own a car,88,68.0,1
548,W2023,single,44,have at least a high school degree,89,91.0,1
106,W2023,single,1,have a household income over $1 million,0,3.0,1
106,W2023,single,2,are transgender,1,8.0,1
106,W2023,single,3,have a household income over $500K,1,4.0,1
106,W2023,single,4,are Muslim,1,5.0,1
106,W2023,single,5,are Native American,1,2.0,1
106,W2023,single,6,are Jewish,2,15.0,1
106,W2023,single,7,live in New York City,3,15.0,1
106,W2023,single,8,are gay or lesbian,3,15.0,1
106,W2023,single,9,are atheists,3,23.0,1
106,W2023,single,10,are bisexual,4,14.0,1
106,W2023,single,11,are members of a union,4,47.0,1
106,W2023,single,12,are vegan or vegetarian,5,33.0,1
106,W2023,single,13,are Asian,6,23.0,1
106,W2023,single,14,are a military veteran,6,28.0,1
106,W2023,single,15,live in Texas,9,9.0,1
106,W2023,single,16,are left handed,11,28.0,1
106,W2023,single,17,live in California,12,18.0,1
106,W2023,single,18,are Black,12,35.0,1
106,W2023,single,19,have an advanced degree,12,15.0,1
106,W2023,single,20,are first generation immigrants,14,18.0,1
106,W2023,single,21,are Hispanic,17,21.0,1
106,W2023,single,22,are Catholic,22,24.0,1
106,W2023,single,23,own a gun,32,48.0,1
106,W2023,single,24,have at least a college degree,33,35.0,1
106,W2023,single,25,have a household income over $100K,34,25.0,1
106,W2023,single,26,have a passport,37,44.0,1
106,W2023,single,27,are Democrats,42,58.0,1
106,W2023,single,28,are obese,42,75.0,1
106,W2023,single,29,are Republicans,47,26.0,1
106,W2023,single,30,are married,51,40.0,1
106,W2023,single,31,have at least one child,57,76.0,1
106,W2023,single,32,voted in the 2020 election,62,73.0,1
106,W2023,single,33,have a household income over $50K,62,14.0,1
106,W2023,single,34,are White,64,45.0,1
106,W2023,single,35,own a house,65,22.0,1
106,W2023,single,36,have a pet,67,37.0,1
106,W2023,single,37,are Christian,70,68.0,1
106,W2023,single,38,have read a book in the past year,77,43.0,1
106,W2023,single,39,have a household income over $25K,82,35.0,1
106,W2023,single,40,have a driver's license,83,56.0,1
106,W2023,single,41,own a smartphone,85,90.0,1
106,W2023,single,42,have flown on a plane,88,66.0,1
106,W2023,single,43,own a car,88,66.0,1
106,W2023,single,44,have at least a high school degree,89,47.0,1
548,W2023,single,1,have a household income over $1 million,0,4.0,1
548,W2023,single,2,are transgender,1,29.0,1
548,W2023,single,3,have a household income over $500K,1,21.0,1
548,W2023,single,4,are Muslim,1,31.0,1
548,W2023,single,5,are Native American,1,41.0,1
548,W2023,single,6,are Jewish,2,37.0,1
548,W2023,single,7,live in New York City,3,73.0,1
548,W2023,single,8,are gay or lesbian,3,39.0,1
548,W2023,single,9,are atheists,3,42.0,1
548,W2023,single,10,are bisexual,4,59.0,1
548,W2023,single,11,are members of a union,4,46.0,1
548,W2023,single,12,are vegan or vegetarian,5,37.0,1
548,W2023,single,13,are Asian,6,41.0,1
548,W2023,single,14,are a military veteran,6,14.0,1
548,W2023,single,15,live in Texas,9,61.0,1
548,W2023,single,16,are left handed,11,28.0,1
548,W2023,single,17,live in California,12,79.0,1
548,W2023,single,18,are Black,12,43.0,1
548,W2023,single,19,have an advanced degree,12,38.0,1
548,W2023,single,20,are first generation immigrants,14,64.0,1
548,W2023,single,21,are Hispanic,17,75.0,1
548,W2023,single,22,are Catholic,22,57.0,1
548,W2023,single,23,own a gun,32,44.0,1
548,W2023,single,24,have at least a college degree,33,39.0,1
548,W2023,single,25,have a household income over $100K,34,42.0,1
548,W2023,single,26,have a passport,37,27.0,1
548,W2023,single,27,are Democrats,42,71.0,1
548,W2023,single,28,are obese,42,37.0,1
548,W2023,single,29,are Republicans,47,53.0,1
548,W2023,single,30,are married,51,59.0,1
548,W2023,single,31,have at least one child,57,57.0,1
548,W2023,single,32,voted in the 2020 election,62,90.0,1
548,W2023,single,33,have a household income over $50K,62,71.0,1
548,W2023,single,34,are White,64,38.0,1
548,W2023,single,35,own a house,65,61.0,1
548,W2023,single,36,have a pet,67,74.0,1
548,W2023,single,37,are Christian,70,71.0,1
548,W2023,single,38,have read a book in the past year,77,86.0,1
548,W2023,single,39,have a household income over $25K,82,81.0,1
548,W2023,single,40,have a driver's license,83,66.0,1
548,W2023,single,41,own a smartphone,85,88.0,1
548,W2023,single,42,have flown on a plane,88,61.0,1
548,W2023,single,43,own a car,88,78.0,1
548,W2023,single,44,have at least a high school degree,89,93.0,1
73,W2023,single,1,have a household income over $1 million,0,10.0,1
73,W2023,single,2,are transgender,1,4.0,1
73,W2023,single,3,have a household income over $500K,1,30.0,1
73,W2023,single,4,are Muslim,1,28.0,1
73,W2023,single,5,are Native American,1,3.0,1
73,W2023,single,6,are Jewish,2,26.0,1
73,W2023,single,7,live in New York City,3,45.0,1
73,W2023,single,8,are gay or lesbian,3,28.0,1
73,W2023,single,9,are atheists,3,35.0,1
73,W2023,single,10,are bisexual,4,34.0,1
73,W2023,single,11,are members of a union,4,29.0,1
73,W2023,single,12,are vegan or vegetarian,5,30.0,1
73,W2023,single,13,are Asian,6,39.0,1
73,W2023,single,14,are a military veteran,6,29.0,1
73,W2023,single,15,live in Texas,9,16.0,1
73,W2023,single,16,are left handed,11,25.0,1
73,W2023,single,17,live in California,12,39.0,1
73,W2023,single,18,are Black,12,36.0,1
73,W2023,single,19,have an advanced degree,12,20.0,1
73,W2023,single,20,are first generation immigrants,14,20.0,1
73,W2023,single,21,are Hispanic,17,39.0,1
73,W2023,single,22,are Catholic,22,40.0,1
73,W2023,single,23,own a gun,32,25.0,1
73,W2023,single,24,have at least a college degree,33,55.0,1
73,W2023,single,25,have a household income over $100K,34,45.0,1
73,W2023,single,26,have a passport,37,75.0,1
73,W2023,single,27,are Democrats,42,40.0,1
73,W2023,single,28,are obese,42,48.0,1
73,W2023,single,29,are Republicans,47,44.0,1
73,W2023,single,30,are married,51,46.0,1
73,W2023,single,31,have at least one child,57,39.0,1
73,W2023,single,32,voted in the 2020 election,62,65.0,1
73,W2023,single,33,have a household income over $50K,62,20.0,1
73,W2023,single,34,are White,64,50.0,1
73,W2023,single,35,own a house,65,50.0,1
73,W2023,single,36,have a pet,67,50.0,1
73,W2023,single,37,are Christian,70,40.0,1
73,W2023,single,38,have read a book in the past year,77,35.0,1
73,W2023,single,39,have a household income over $25K,82,39.0,1
73,W2023,single,40,have a driver's license,83,53.0,1
73,W2023,single,41,own a smartphone,85,95.0,1
73,W2023,single,42,have flown on a plane,88,50.0,1
73,W2023,single,43,own a car,88,70.0,1
73,W2023,single,44,have at least a high school degree,89,65.0,1
366,W2023,single,1,have a household income over $1 million,0,10.0,1
366,W2023,single,2,are transgender,1,18.0,1
366,W2023,single,3,have a household income over $500K,1,10.0,1
366,W2023,single,4,are Muslim,1,31.0,1
366,W2023,single,5,are Native American,1,30.0,1
366,W2023,single,6,are Jewish,2,19.0,1
366,W2023,single,7,live in New York City,3,14.0,1
366,W2023,single,8,are gay or lesbian,3,31.0,1
366,W2023,single,9,are atheists,3,40.0,1
366,W2023,single,10,are bisexual,4,30.0,1
366,W2023,single,11,are members of a union,4,19.0,1
366,W2023,single,12,are vegan or vegetarian,5,14.0,1
366,W2023,single,13,are Asian,6,20.0,1
366,W2023,single,14,are a military veteran,6,25.0,1
366,W2023,single,15,live in Texas,9,8.0,1
366,W2023,single,16,are left handed,11,34.0,1
366,W2023,single,17,live in California,12,30.0,1
366,W2023,single,18,are Black,12,29.0,1
366,W2023,single,19,have an advanced degree,12,36.0,1
366,W2023,single,20,are first generation immigrants,14,40.0,1
366,W2023,single,21,are Hispanic,17,29.0,1
366,W2023,single,22,are Catholic,22,51.0,1
366,W2023,single,23,own a gun,32,38.0,1
366,W2023,single,24,have at least a college degree,33,40.0,1
366,W2023,single,25,have a household income over $100K,34,30.0,1
366,W2023,single,26,have a passport,37,45.0,1
366,W2023,single,27,are Democrats,42,81.0,1
366,W2023,single,28,are obese,42,51.0,1
366,W2023,single,29,are Republicans,47,30.0,1
366,W2023,single,30,are married,51,70.0,1
366,W2023,single,31,have at least one child,57,81.0,1
366,W2023,single,32,voted in the 2020 election,62,63.0,1
366,W2023,single,33,have a household income over $50K,62,30.0,1
366,W2023,single,34,are White,64,62.0,1
366,W2023,single,35,own a house,65,33.0,1
366,W2023,single,36,have a pet,67,77.0,1
366,W2023,single,37,are Christian,70,72.0,1
366,W2023,single,38,have read a book in the past year,77,51.0,1
366,W2023,single,39,have a household income over $25K,82,50.0,1
366,W2023,single,40,have a driver's license,83,76.0,1
366,W2023,single,41,own a smartphone,85,86.0,1
366,W2023,single,42,have flown on a plane,88,45.0,1
366,W2023,single,43,own a car,88,72.0,1
366,W2023,single,44,have at least a high school degree,89,60.0,1
114,W2023,single,1,have a household income over $1 million,0,4.0,1
114,W2023,single,2,are transgender,1,17.0,1
114,W2023,single,3,have a household income over $500K,1,7.0,1
114,W2023,single,4,are Muslim,1,26.0,1
114,W2023,single,5,are Native American,1,12.0,1
114,W2023,single,6,are Jewish,2,21.0,1
114,W2023,single,7,live in New York City,3,28.0,1
114,W2023,single,8,are gay or lesbian,3,34.0,1
114,W2023,single,9,are atheists,3,38.0,1
114,W2023,single,10,are bisexual,4,68.0,1
114,W2023,single,11,are members of a union,4,26.0,1
114,W2023,single,12,are vegan or vegetarian,5,24.0,1
114,W2023,single,13,are Asian,6,22.0,1
114,W2023,single,14,are a military veteran,6,18.0,1
114,W2023,single,15,live in Texas,9,21.0,1
114,W2023,single,16,are left handed,11,63.0,1
114,W2023,single,17,live in California,12,26.0,1
114,W2023,single,18,are Black,12,46.0,1
114,W2023,single,19,have an advanced degree,12,25.0,1
114,W2023,single,20,are first generation immigrants,14,37.0,1
114,W2023,single,21,are Hispanic,17,36.0,1
114,W2023,single,22,are Catholic,22,22.0,1
114,W2023,single,23,own a gun,32,33.0,1
114,W2023,single,24,have at least a college degree,33,23.0,1
114,W2023,single,25,have a household income over $100K,34,19.0,1
114,W2023,single,26,have a passport,37,35.0,1
114,W2023,single,27,are Democrats,42,58.0,1
114,W2023,single,28,are obese,42,37.0,1
114,W2023,single,29,are Republicans,47,44.0,1
114,W2023,single,30,are married,51,44.0,1
114,W2023,single,31,have at least one child,57,36.0,1
114,W2023,single,32,voted in the 2020 election,62,66.0,1
114,W2023,single,33,have a household income over $50K,62,38.0,1
114,W2023,single,34,are White,64,39.0,1
114,W2023,single,35,own a house,65,27.0,1
114,W2023,single,36,have a pet,67,58.0,1
114,W2023,single,37,are Christian,70,18.0,1
114,W2023,single,38,have read a book in the past year,77,36.0,1
114,W2023,single,39,have a household income over $25K,82,68.0,1
114,W2023,single,40,have a driver's license,83,58.0,1
114,W2023,single,41,own a smartphone,85,67.0,1
114,W2023,single,42,have flown on a plane,88,31.0,1
114,W2023,single,43,own a car,88,58.0,1
114,W2023,single,44,have at least a high school degree,89,64.0,1
205,W2023,single,1,have a household income over $1 million,0,28.0,1
205,W2023,single,2,are transgender,1,10.0,1
205,W2023,single,3,have a household income over $500K,1,33.0,1
205,W2023,single,4,are Muslim,1,9.0,1
205,W2023,single,5,are Native American,1,9.0,1
205,W2023,single,6,are Jewish,2,10.0,1
205,W2023,single,7,live in New York City,3,37.0,1
205,W2023,single,8,are gay or lesbian,3,40.0,1
205,W2023,single,9,are atheists,3,23.0,1
205,W2023,single,10,are bisexual,4,37.0,1
205,W2023,single,11,are members of a union,4,9.0,1
205,W2023,single,12,are vegan or vegetarian,5,25.0,1
205,W2023,single,13,are Asian,6,23.0,1
205,W2023,single,14,are a military veteran,6,6.0,1
205,W2023,single,15,live in Texas,9,8.0,1
205,W2023,single,16,are left handed,11,43.0,1
205,W2023,single,17,live in California,12,21.0,1
205,W2023,single,18,are Black,12,28.0,1
205,W2023,single,19,have an advanced degree,12,42.0,1
205,W2023,single,20,are first generation immigrants,14,19.0,1
205,W2023,single,21,are Hispanic,17,25.0,1
205,W2023,single,22,are Catholic,22,25.0,1
205,W2023,single,23,own a gun,32,37.0,1
205,W2023,single,24,have at least a college degree,33,25.0,1
205,W2023,single,25,have a household income over $100K,34,36.0,1
205,W2023,single,26,have a passport,37,21.0,1
205,W2023,single,27,are Democrats,42,47.0,1
205,W2023,single,28,are obese,42,50.0,1
205,W2023,single,29,are Republicans,47,37.0,1
205,W2023,single,30,are married,51,24.0,1
205,W2023,single,31,have at least one child,57,64.0,1
205,W2023,single,32,voted in the 2020 election,62,40.0,1
205,W2023,single,33,have a household income over $50K,62,39.0,1
205,W2023,single,34,are White,64,51.0,1
205,W2023,single,35,own a house,65,30.0,1
205,W2023,single,36,have a pet,67,58.0,1
205,W2023,single,37,are Christian,70,30.0,1
205,W2023,single,38,have read a book in the past year,77,38.0,1
205,W2023,single,39,have a household income over $25K,82,24.0,1
205,W2023,single,40,have a driver's license,83,40.0,1
205,W2023,single,41,own a smartphone,85,28.0,1
205,W2023,single,42,have flown on a plane,88,14.0,1
205,W2023,single,43,own a car,88,5.0,1
205,W2023,single,44,have at least a high school degree,89,24.0,1
345,W2023,single,1,have a household income over $1 million,0,3.0,1
345,W2023,single,2,are transgender,1,16.0,1
345,W2023,single,3,have a household income over $500K,1,8.0,1
345,W2023,single,4,are Muslim,1,20.0,1
345,W2023,single,5,are Native American,1,10.0,1
345,W2023,single,6,are Jewish,2,30.0,1
345,W2023,single,7,live in New York City,3,34.0,1
345,W2023,single,8,are gay or lesbian,3,25.0,1
345,W2023,single,9,are atheists,3,35.0,1
345,W2023,single,10,are bisexual,4,30.0,1
345,W2023,single,11,are members of a union,4,7.0,1
345,W2023,single,12,are vegan or vegetarian,5,30.0,1
345,W2023,single,13,are Asian,6,28.0,1
345,W2023,single,14,are a military veteran,6,30.0,1
345,W2023,single,15,live in Texas,9,15.0,1
345,W2023,single,16,are left handed,11,30.0,1
345,W2023,single,17,live in California,12,30.0,1
345,W2023,single,18,are Black,12,19.0,1
345,W2023,single,19,have an advanced degree,12,50.0,1
345,W2023,single,20,are first generation immigrants,14,25.0,1
345,W2023,single,21,are Hispanic,17,20.0,1
345,W2023,single,22,are Catholic,22,30.0,1
345,W2023,single,23,own a gun,32,37.0,1
345,W2023,single,24,have at least a college degree,33,70.0,1
345,W2023,single,25,have a household income over $100K,34,7.0,1
345,W2023,single,26,have a passport,37,36.0,1
345,W2023,single,27,are Democrats,42,60.0,1
345,W2023,single,28,are obese,42,50.0,1
345,W2023,single,29,are Republicans,47,40.0,1
345,W2023,single,30,are married,51,45.0,1
345,W2023,single,31,have at least one child,57,40.0,1
345,W2023,single,32,voted in the 2020 election,62,65.0,1
345,W2023,single,33,have a household income over $50K,62,13.0,1
345,W2023,single,34,are White,64,65.0,1
345,W2023,single,35,own a house,65,40.0,1
345,W2023,single,36,have a pet,67,71.0,1
345,W2023,single,37,are Christian,70,67.0,1
345,W2023,single,38,have read a book in the past year,77,40.0,1
345,W2023,single,39,have a household income over $25K,82,26.0,1
345,W2023,single,40,have a driver's license,83,90.0,1
345,W2023,single,41,own a smartphone,85,95.0,1
345,W2023,single,42,have flown on a plane,88,60.0,1
345,W2023,single,43,own a car,88,80.0,1
345,W2023,single,44,have at least a high school degree,89,90.0,1
450,W2023,single,1,have a household income over $1 million,0,8.0,1
450,W2023,single,2,are transgender,1,10.0,1
450,W2023,single,3,have a household income over $500K,1,9.0,1
450,W2023,single,4,are Muslim,1,31.0,1
450,W2023,single,5,are Native American,1,20.0,1
450,W2023,single,6,are Jewish,2,69.0,1
450,W2023,single,7,live in New York City,3,31.0,1
450,W2023,single,8,are gay or lesbian,3,43.0,1
450,W2023,single,9,are atheists,3,64.0,1
450,W2023,single,10,are bisexual,4,19.0,1
450,W2023,single,11,are members of a union,4,59.0,1
450,W2023,single,12,are vegan or vegetarian,5,9.0,1
450,W2023,single,13,are Asian,6,62.0,1
450,W2023,single,14,are a military veteran,6,44.0,1
450,W2023,single,15,live in Texas,9,45.0,1
450,W2023,single,16,are left handed,11,19.0,1
450,W2023,single,17,live in California,12,30.0,1
450,W2023,single,18,are Black,12,30.0,1
450,W2023,single,19,have an advanced degree,12,33.0,1
450,W2023,single,20,are first generation immigrants,14,67.0,1
450,W2023,single,21,are Hispanic,17,67.0,1
450,W2023,single,22,are Catholic,22,35.0,1
450,W2023,single,23,own a gun,32,40.0,1
450,W2023,single,24,have at least a college degree,33,27.0,1
450,W2023,single,25,have a household income over $100K,34,29.0,1
450,W2023,single,26,have a passport,37,35.0,1
450,W2023,single,27,are Democrats,42,56.0,1
450,W2023,single,28,are obese,42,65.0,1
450,W2023,single,29,are Republicans,47,58.0,1
450,W2023,single,30,are married,51,82.0,1
450,W2023,single,31,have at least one child,57,53.0,1
450,W2023,single,32,voted in the 2020 election,62,44.0,1
450,W2023,single,33,have a household income over $50K,62,61.0,1
450,W2023,single,34,are White,64,64.0,1
450,W2023,single,35,own a house,65,20.0,1
450,W2023,single,36,have a pet,67,63.0,1
450,W2023,single,37,are Christian,70,70.0,1
450,W2023,single,38,have read a book in the past year,77,44.0,1
450,W2023,single,39,have a household income over $25K,82,73.0,1
450,W2023,single,40,have a driver's license,83,32.0,1
450,W2023,single,41,own a smartphone,85,59.0,1
450,W2023,single,42,have flown on a plane,88,41.0,1
450,W2023,single,43,own a car,88,55.0,1
450,W2023,single,44,have at least a high school degree,89,27.0,1
104,W2023,single,1,have a household income over $1 million,0,1.0,1
104,W2023,single,2,are transgender,1,4.0,1
104,W2023,single,3,have a household income over $500K,1,1.0,1
104,W2023,single,4,are Muslim,1,10.0,1
104,W2023,single,5,are Native American,1,8.0,1
104,W2023,single,6,are Jewish,2,14.0,1
104,W2023,single,7,live in New York City,3,7.0,1
104,W2023,single,8,are gay or lesbian,3,10.0,1
104,W2023,single,9,are atheists,3,30.0,1
104,W2023,single,10,are bisexual,4,7.0,1
104,W2023,single,11,are members of a union,4,5.0,1
104,W2023,single,12,are vegan or vegetarian,5,13.0,1
104,W2023,single,13,are Asian,6,15.0,1
104,W2023,single,14,are a military veteran,6,1.0,1
104,W2023,single,15,live in Texas,9,10.0,1
104,W2023,single,16,are left handed,11,30.0,1
104,W2023,single,17,live in California,12,20.0,1
104,W2023,single,18,are Black,12,22.0,1
104,W2023,single,19,have an advanced degree,12,10.0,1
104,W2023,single,20,are first generation immigrants,14,25.0,1
104,W2023,single,21,are Hispanic,17,20.0,1
104,W2023,single,22,are Catholic,22,13.0,1
104,W2023,single,23,own a gun,32,50.0,1
104,W2023,single,24,have at least a college degree,33,25.0,1
104,W2023,single,25,have a household income over $100K,34,15.0,1
104,W2023,single,26,have a passport,37,97.0,1
104,W2023,single,27,are Democrats,42,46.0,1
104,W2023,single,28,are obese,42,30.0,1
104,W2023,single,29,are Republicans,47,47.0,1
104,W2023,single,30,are married,51,30.0,1
104,W2023,single,31,have at least one child,57,58.0,1
104,W2023,single,32,voted in the 2020 election,62,75.0,1
104,W2023,single,33,have a household income over $50K,62,20.0,1
104,W2023,single,34,are White,64,65.0,1
104,W2023,single,35,own a house,65,30.0,1
104,W2023,single,36,have a pet,67,49.0,1
104,W2023,single,37,are Christian,70,40.0,1
104,W2023,single,38,have read a book in the past year,77,30.0,1
104,W2023,single,39,have a household income over $25K,82,50.0,1
104,W2023,single,40,have a driver's license,83,96.0,1
104,W2023,single,41,own a smartphone,85,95.0,1
104,W2023,single,42,have flown on a plane,88,65.0,1
104,W2023,single,43,own a car,88,62.0,1
104,W2023,single,44,have at least a high school degree,89,80.0,1
530,W2023,single,1,have a household income over $1 million,0,3.0,1
530,W2023,single,2,are transgender,1,5.0,1
530,W2023,single,3,have a household income over $500K,1,5.0,1
530,W2023,single,4,are Muslim,1,10.0,1
530,W2023,single,5,are Native American,1,5.0,1
530,W2023,single,6,are Jewish,2,10.0,1
530,W2023,single,7,live in New York City,3,7.0,1
530,W2023,single,8,are gay or lesbian,3,4.0,1
530,W2023,single,9,are atheists,3,5.0,1
530,W2023,single,10,are bisexual,4,3.0,1
530,W2023,single,11,are members of a union,4,81.0,1
530,W2023,single,12,are vegan or vegetarian,5,8.0,1
530,W2023,single,13,are Asian,6,30.0,1
530,W2023,single,14,are a military veteran,6,15.0,1
530,W2023,single,15,live in Texas,9,3.0,1
530,W2023,single,16,are left handed,11,23.0,1
530,W2023,single,17,live in California,12,10.0,1
530,W2023,single,18,are Black,12,40.0,1
530,W2023,single,19,have an advanced degree,12,61.0,1
530,W2023,single,20,are first generation immigrants,14,5.0,1
530,W2023,single,21,are Hispanic,17,25.0,1
530,W2023,single,22,are Catholic,22,81.0,1
530,W2023,single,23,own a gun,32,72.0,1
530,W2023,single,24,have at least a college degree,33,65.0,1
530,W2023,single,25,have a household income over $100K,34,50.0,1
530,W2023,single,26,have a passport,37,81.0,1
530,W2023,single,27,are Democrats,42,33.0,1
530,W2023,single,28,are obese,42,60.0,1
530,W2023,single,29,are Republicans,47,35.0,1
530,W2023,single,30,are married,51,61.0,1
530,W2023,single,31,have at least one child,57,66.0,1
530,W2023,single,32,voted in the 2020 election,62,75.0,1
530,W2023,single,33,have a household income over $50K,62,60.0,1
530,W2023,single,34,are White,64,36.0,1
530,W2023,single,35,own a house,65,30.0,1
530,W2023,single,36,have a pet,67,81.0,1
530,W2023,single,37,are Christian,70,87.0,1
530,W2023,single,38,have read a book in the past year,77,98.0,1
530,W2023,single,39,have a household income over $25K,82,81.0,1
530,W2023,single,40,have a driver's license,83,95.0,1
530,W2023,single,41,own a smartphone,85,93.0,1
530,W2023,single,42,have flown on a plane,88,86.0,1
530,W2023,single,43,own a car,88,90.0,1
530,W2023,single,44,have at least a high school degree,89,83.0,1
305,W2023,single,1,have a household income over $1 million,0,13.0,1
305,W2023,single,2,are transgender,1,9.0,1
305,W2023,single,3,have a household income over $500K,1,40.0,1
305,W2023,single,4,are Muslim,1,10.0,1
305,W2023,single,5,are Native American,1,43.0,1
305,W2023,single,6,are Jewish,2,32.0,1
305,W2023,single,7,live in New York City,3,16.0,1
305,W2023,single,8,are gay or lesbian,3,12.0,1
305,W2023,single,9,are atheists,3,21.0,1
305,W2023,single,10,are bisexual,4,43.0,1
305,W2023,single,11,are members of a union,4,50.0,1
305,W2023,single,12,are vegan or vegetarian,5,30.0,1
305,W2023,single,13,are Asian,6,29.0,1
305,W2023,single,14,are a military veteran,6,22.0,1
305,W2023,single,15,live in Texas,9,19.0,1
305,W2023,single,16,are left handed,11,43.0,1
305,W2023,single,17,live in California,12,19.0,1
305,W2023,single,18,are Black,12,28.0,1
305,W2023,single,19,have an advanced degree,12,22.0,1
305,W2023,single,20,are first generation immigrants,14,30.0,1
305,W2023,single,21,are Hispanic,17,51.0,1
305,W2023,single,22,are Catholic,22,38.0,1
305,W2023,single,23,own a gun,32,70.0,1
305,W2023,single,24,have at least a college degree,33,71.0,1
305,W2023,single,25,have a household income over $100K,34,41.0,1
305,W2023,single,26,have a passport,37,96.0,1
305,W2023,single,27,are Democrats,42,43.0,1
305,W2023,single,28,are obese,42,43.0,1
305,W2023,single,29,are Republicans,47,51.0,1
305,W2023,single,30,are married,51,58.0,1
305,W2023,single,31,have at least one child,57,81.0,1
305,W2023,single,32,voted in the 2020 election,62,71.0,1
305,W2023,single,33,have a household income over $50K,62,59.0,1
305,W2023,single,34,are White,64,51.0,1
305,W2023,single,35,own a house,65,30.0,1
305,W2023,single,36,have a pet,67,87.0,1
305,W2023,single,37,are Christian,70,34.0,1
305,W2023,single,38,have read a book in the past year,77,72.0,1
305,W2023,single,39,have a household income over $25K,82,82.0,1
305,W2023,single,40,have a driver's license,83,80.0,1
305,W2023,single,41,own a smartphone,85,68.0,1
305,W2023,single,42,have flown on a plane,88,69.0,1
305,W2023,single,43,own a car,88,60.0,1
305,W2023,single,44,have at least a high school degree,89,91.0,1
53,W2023,single,1,have a household income over $1 million,0,0.0,1
53,W2023,single,2,are transgender,1,3.0,1
53,W2023,single,3,have a household income over $500K,1,2.0,1
53,W2023,single,4,are Muslim,1,15.0,1
53,W2023,single,5,are Native American,1,8.0,1
53,W2023,single,6,are Jewish,2,43.0,1
53,W2023,single,7,live in New York City,3,40.0,1
53,W2023,single,8,are gay or lesbian,3,30.0,1
53,W2023,single,9,are atheists,3,25.0,1
53,W2023,single,10,are bisexual,4,36.0,1
53,W2023,single,11,are members of a union,4,45.0,1
53,W2023,single,12,are vegan or vegetarian,5,27.0,1
53,W2023,single,13,are Asian,6,42.0,1
53,W2023,single,14,are a military veteran,6,22.0,1
53,W2023,single,15,live in Texas,9,30.0,1
53,W2023,single,16,are left handed,11,25.0,1
53,W2023,single,17,live in California,12,40.0,1
